15.5520154,6.31821678,10.9267441,0
14.6655228,10.2480057,7.00563597,0
16.3621866,9.10808993,10.6039438,0
9.47027856,10.4733639,12.4079139,0
15.5777452,8.75020546,10.296688,0
15.2984239,9.36741389,11.5984787,0
10.7505694,13.8387203,9.90410743,0
15.2582313,7.98958077,4.20025251,0
11.4912529,7.3323782,10.6208327,0
8.59024093,11.7346656,14.8117293,0
19.6545354,7.01091471,9.27157887,0
20.5520676,10.2352528,7.0037067,0
12.8353966,10.8045534,14.895632,0
6.73110803,10.3510373,7.44493905,0
9.49965916,10.592567,12.2849468,0
16.0525785,10.6868737,9.8362017,0
21.3094368,11.7885012,9.38006421,0
17.417215,8.48397483,8.09047005,0
9.32780289,7.51547869,10.4206021,0
12.5642513,11.4079948,10.9978904,0
10.3112957,10.8417131,14.5846818,0
13.6921129,9.59391725,10.9368017,0
12.7257194,8.07592415,12.0038636,0
13.2247411,12.6016727,10.639624,0
19.2691123,13.1825174,10.6804798,0
11.6346703,10.1952391,9.84097029,0
13.7116415,11.7100178,16.0339888,0
17.7133759,8.35399656,6.81104905,0
20.0177446,6.11166949,10.4576738,0
8.50127369,10.5419775,11.8953711,0
16.7852798,12.7008224,9.47615051,0
10.8124451,8.15967405,8.5325253,0
10.6002306,7.78595895,7.01720714,0
10.0994823,7.64973431,9.15557121,0
14.669159,8.35979362,9.0248224,0
17.0078463,8.63292623,11.2372857,0
14.832268,6.07254265,4.71844311,0
14.5676212,8.73045167,7.95233373,0
9.31070536,9.45610578,8.59190548,0
10.7252569,5.82325865,7.65600619,0
9.3159221,11.3639054,6.79351547,0
15.9008875,10.0065381,13.7788942,0
9.35694068,9.26388012,8.34190493,0
9.00143723,8.69548548,9.04056265,0
9.31134932,9.74023628,10.238688,0
17.2295828,6.69436987,11.386021,0
11.5726703,13.1778843,11.2307379,0
13.0598959,10.1817627,15.0669623,0
14.7794354,10.5493397,14.1511462,0
8.46309019,13.9371075,11.1572564,0
11.7451131,10.3881213,7.26953792,0
13.571071,7.23324258,9.31763635,0
7.74816963,7.47254548,6.48215573,0
6.95650604,8.0271867,11.6382468,0
11.653315,12.3078365,10.8626659,0
14.7061238,8.69048566,10.4906462,0
13.9395135,10.5629322,5.70663375,0
3.18746716,6.14994994,6.76492052,0
14.6239847,11.9221532,8.3441524,0
13.2856585,7.7170887,3.01619922,0
7.86377823,7.64879711,9.82356705,0
17.316123,10.4160229,10.6419219,0
11.23403,12.2079354,11.3004517,0
11.6797344,8.03787303,11.9221365,0
