@relation AttSel

@attribute C0 real
@attribute C1 real
@attribute C2 real
@attribute C3 real
@attribute C4 real
@attribute C5 real
@attribute type {A,B,C,D,E,F}

@data
-0.17378993161501102,-0.07113917305127337,-0.8712037513688407,-0.2792944189707652,0.3056365818987019,0.9819551357588493,A
1.3571509595380455,-0.9520924774527306,1.0348799149596917,0.1778097465725131,0.24393723843526416,0.942472623630961,A
1.0234678439606009,0.73916965479539,-0.5411355969267552,-0.9886026174262711,0.9266635435439036,0.11402567978663025,A
0.41848321605626737,1.34138548143871,-0.6283792436608991,0.3044195884046474,0.851597467591246,0.5979720404598888,A
-1.245972710805609,-2.0165298923818735,0.3153420165674927,-0.9234833567458217,0.16617254319893926,0.6134119352442964,A
-0.1905246151364354,1.0085247327226528,0.25565057240575473,0.4023267986089475,0.7801427307276697,0.524045703525972,A
0.7344125478342161,1.0655432404306435,-0.22271200808570132,0.21349756227367725,0.08628688610485313,0.6122447492136119,A
-0.5373481077480088,-0.6473286401821313,0.5595224925965065,0.8696336989644817,0.410724909356886,0.8530303015113843,A
-0.6722314451976965,-2.7368580764883164,-0.577296047840266,-0.8489016643262863,0.8996255199381153,0.6965533711913059,A
0.3284804525497857,-0.6325549651861863,-0.35421787750826034,-0.2445004672905656,0.8588235660057097,0.5780312547585473,A
0.8789886445054902,-0.8602332682263655,-2.0888458402865484,0.8574633566714869,0.8442995377226009,0.4871726272929987,A
-0.9853880450174266,-1.2498839863832965,-0.6876052647695478,1.2236339255208375,0.2545808080714995,0.6904388787399376,A
-1.3772473706912367,0.09377028811210135,1.437864959531462,-0.37732730474832216,0.49533298745554677,0.9733166195007729,A
0.29822798204060674,0.718382823251382,-0.16538267423614003,0.6509328315549561,0.5213014687847082,0.6514376880129555,A
-0.5181802761605502,-0.006511229319909672,-2.159883202456828,-1.5017999381172658,0.3909844707213459,0.09421087314769472,A
-0.5879688012141161,1.0527882329496006,1.5264592450848808,1.2418113258941321,0.52221559616386,0.6248892353341378,A
-1.3036741218786903,-0.8732311943835577,2.445718497492656,-1.184561944643282,0.6823648695074066,0.1712100158295039,A
0.7883357409429573,-1.1456204774005754,0.27889789464896925,-0.6348219967708532,0.592058579059078,0.7929556129772984,A
0.06874521174765257,-0.8678631840971408,0.16789250567544817,-0.2778562076476471,0.15711428491808366,0.6757522230732723,A
-1.3595593052386716,-1.9655117665141122,1.2226832506660217,-1.2383818050979387,0.9254144427757832,0.7195517743554535,A
-1.021938631742862,1.0387099717956707,0.9073952160496987,-0.3204148643699518,0.4653495197379056,0.860923467429054,A
0.4399477484562321,-0.5914464451335761,0.7309329489434975,-0.6106556574215897,0.7983964270287747,0.5022055978755111,A
1.3111550118107813,0.39925303338795765,-0.7807202164763529,0.9213584812943787,0.31795197404397124,0.7107614488087078,A
0.1000677582213629,1.0401664186541841,-2.725142914266136,0.9851329922878701,0.043643207294964736,0.6870293896420641,A
-2.7180679494432534,-1.3031115886344438,1.186857203627555,1.6039826535514368,0.6783348846556607,0.9299882482320642,A
0.45231289497451516,0.27772475193053087,0.16251385310538324,0.3641161631602973,0.052592366762028386,0.06965118306185891,A
-0.6853891742400939,1.8004806729654979,-0.19844593010511954,0.25434898522212723,0.3744331702730471,0.21117502013855982,A
1.5635861273122393,-0.3668991132068012,1.1219126202491538,0.11030464521641141,0.7341594949654259,0.2150779848914529,A
0.46676507231298403,-0.6142799492867824,-0.9340175398739166,1.2540828500004586,0.9309624502276544,0.14609560349281248,A
0.25800525571627014,-0.48340458719030716,0.09796000987047987,-1.166167559988273,0.13662088061219657,0.7915236328389762,A
1.6033015889166011,-0.6763977795281391,2.2189787080614782,0.6724631382594419,0.2232362856507084,0.20789213074107116,A
-0.5276665818300696,-0.11043820214141711,-0.06276158978828755,-1.8020900537436642,0.38731891828722875,0.004304320503913384,A
1.594428624668525,-1.6388367087647697,-0.5142107937583424,-0.7339761163296897,0.6418153026546073,0.3643072545293631,A
-1.525275010255805,1.4091815908845928,-1.4578420407487982,0.6858527832171274,0.44674194154995006,0.9261125315285245,A
-0.7735568197249013,1.9480357110442594,-0.7372537484141759,0.11557824330689144,0.022224036136629932,0.8713194944069287,A
-0.9727885443925149,1.728831098300621,1.7304678251019625,0.5118088965231218,0.6693342887044538,0.8264268244880654,A
-0.6022841126641325,0.057006412081164214,-0.12133587173006666,-0.9763216820324625,0.4090791783733755,0.9772765926442557,A
-0.12956031774702217,0.7852202015949002,0.8891867098359784,0.888779587273406,0.9548601497600598,0.5610424816200207,A
0.7580969780889373,1.1453773343199345,-0.5093318627653581,1.0464545554841405,0.6278365469713041,0.8258480343240295,A
0.9986107780742751,-0.881955921688898,-0.5954237153215156,0.4615812075156979,0.6919142479562378,0.676410654853142,A
-0.5950087999617323,0.5911630214252209,2.2690670476262844,-0.31188759992783094,0.680339323590468,0.5133630610740544,A
-0.7981812016633046,1.0074040391400885,0.3065830591433071,-0.655943540293343,0.06033800757895058,0.9318206152143413,A
-0.27468269159071046,-0.8979762547227961,0.5398580961109454,0.11987036716449723,0.29775922341241945,0.5274383530439821,A
-2.395640021493375,-1.9801835904590215,0.023596290330481235,-0.260766342733601,0.6727327589591499,0.19846553662330435,A
-0.41265407005369015,-0.2991296470872865,0.05771618963420643,0.2999688799211661,0.17393491084018187,0.17328113059253503,A
0.29352466597032784,-0.05433650877875538,0.599405230109781,1.3559756848520317,0.6847355968491006,0.6446790292378564,A
-1.9441164259928692,0.34315661026650246,0.6509087009536959,0.1895865961824052,0.1231916598681494,0.7044469318564743,A
-0.04192894283061035,-0.4507129088339446,-0.9386700171538421,0.6093835673274087,0.7552543228974467,0.584129565954503,A
-1.778826512767324,1.2381205664805581,-0.34188938562871063,-1.293512741137028,0.9801572285570074,0.6876963546822832,A
-0.8024910099660051,0.5832577371494676,-0.4621173845120819,0.4707340107527622,0.40321355388452795,0.5571486809418726,A
1.218715071997939,-1.4567374456612112,0.8918394546331588,0.7978735998247399,0.6380649311631994,0.9004435190455434,A
0.8810666271580601,0.565335387001482,-0.15998723680207413,-1.0583923860717164,0.22762381695109712,0.28983570959505633,A
-0.1371915700173366,-0.4462791903476427,0.012583875401036067,0.43993331622418075,0.3415981551540991,0.06730396400695093,A
-0.3617680088590088,-0.07866209554715126,0.6365440369039909,0.54343244106382,0.4471857503214457,0.27733468746187395,A
-0.2694444785186906,0.2909821894653179,2.6487798709882466,1.0007119892484377,0.7021377698229921,0.6302264582347483,A
-0.4285157428401537,-0.6242606922470904,-1.357295493401451,0.38678921562717,0.8346380306610867,0.42835271779143835,A
-0.814587487136833,0.4958420036275372,0.39471528240985454,0.7547938301919805,0.22192792436205622,0.7082483427297752,A
0.01966092435917988,-1.2080081341663171,0.13931985321046153,0.8223320643623727,0.946337203821383,0.8252238477028088,A
-1.5909566889623161,0.24832530605751293,0.3224232201842456,0.6696974679904107,0.7759742492129188,0.21943268252369996,A
-1.1613978585499414,0.17237184946913783,0.6121319157655936,-0.23677601720264685,0.21500498536870993,0.40347736642753573,A
0.728877861860344,0.7903290093929404,0.7292630043506969,1.148424785710461,0.811267173872691,0.28017690040918486,A
-0.2898893524886211,0.6780425252921858,0.7491367256608469,-0.2697147367350726,0.9803927636753812,0.05534417036407013,A
-0.3749406796889609,2.073501258424641,-0.39125456394176344,-0.7267876285700953,0.9156367885195643,0.2753476522377948,A
-1.214336286986075,1.2801571981363709,1.212161923056199,1.7322361666796873,0.6676890342150155,0.9945318855116115,A
1.1633256643834522,1.344251307256657,0.6830723158340019,0.8280005930378942,0.6101600271238655,0.9779909143201327,A
